Title,Tele,Email,Web,Addy,Contact Source,Type,More Info,Lujo
Flaherty's Irish Bar,,hello@pflaherty.com,www.pflaherty.com,"Spain,Andalusia,Sevilla",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
El 9 Nou,,,el9nou.cat,"Spain,Catalonia,Vic",Zoominfo,"Restaurants, Hospitality",,False
Cala Bandida,,x,calabandida.com,"Spain,Valencia,Javea",Zoominfo,"Restaurants, Hospitality",,False
Ayuntamiento de Valdeobispo,,x,www.valdeobispo.es,"Spain,Extremadura,Valdeobispo",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
Seresca Catering Sl,,x,seresca.es,"Spain,Castille and Leon,Valladolid",Zoominfo,"Restaurants, Hospitality",,False
Doorcats - Ferretería Los Gatos,,x,www.losgatosdeiscar.com,"Spain,Castille and Leon,Iscar",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
Arena Restaurant,,info@arenarestaurant.com,www.arenarestaurant.com,"Spain,Catalonia,Salou",Zoominfo,"Restaurants, Hospitality",,False
La Niña del Sur,,nisur@laninadelsur.com,laninadelsur.com,"Spain,Murcia,Murcia",Zoominfo,"Restaurants, Hospitality",,False
Ítaca,,info@grupitaca.cat,grupitaca.cat,"Spain,Catalonia,Barcelona",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
Moby Dick Club,,belen@grupomoby.com / carolina.pasero@mobydickclub.com / programacion@mobydickclub.com / hugo@grupomoby.com / comercial@grupomoby.com / laura.diez@grupomoby.com,www.mobydickclub.com,"Spain,Madrid,Madrid",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
Casa Eceiza,,info@casaeceiza.com,www.casaeceiza.com,"Spain,Basque Country,Lizarza",Zoominfo,"Restaurants, Hospitality",,False
Mariscos Castellar,,x,www.mariscoscastellar.com,"Spain,Andalusia,Santisteban del Puerto",Zoominfo,"Restaurants, Hospitality",,False
Grupo Vips companies,,dpd@alsea.net / asesoriajuridica@alsea.net,www.grupovips.com,"Spain,Madrid,Madrid",Zoominfo,"Restaurants, Hospitality",,False
Santa Teresa de Jess - El Vedat,,infosecretaria@elvedat.escolateresiana.com,elvedat.escolateresiana.com,"Spain,Valencia,Torrent",Zoominfo,"Restaurants, Hospitality",,False
Ayuntamiento de Olmedo,,x,www.ayuntamientosdevalladolid.es,"Spain,Castille and Leon,Olmedo",Zoominfo,"Restaurants, Hospitality",,False
Puerto de Marín-Autoridad Portuaria de Marín y Ría de Pontevedra,,info@aaccentia.com,www.apmarin.com,"Spain,Galicia,Marin",Zoominfo,"Restaurants, Hospitality",,False
Café Saula,,info@cafesaula.com,www.cafesaula.com,"Spain,Catalonia,Sant Feliu de Llobregat",Zoominfo,"Restaurants, Hospitality",,False
Can Pistraus,,x,canpistraus.cat,"Spain,Catalonia,Vilanova i la Geltru",Zoominfo,"Restaurants, Hospitality",,False
M4f,,x,www.m4f.es,"Spain,Basque Country,Bilbao",Zoominfo,"Restaurants, Hospitality",,False
Club Fortuny,,x,www.palacetefortuny.com,"Spain,Madrid,Madrid",Zoominfo,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing",,False
Brasayleña,,x,brasaylena.com,"Spain,Valencia,Valencia",Zoominfo,"Restaurants, Hospitality",,False
Precocinados Angel Bosch,,info@angelbosch.com / pedidos@angelbosch.com,www.angelbosch.com,"Spain,Aragon,Fraga",Zoominfo,"Restaurants, Hospitality",,False
Iberostar Hotels & Resorts,,x,www.iberostar.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $2.9B, employees: 34K",False
Barceló Hotel Group,,x,www.barcelo.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $2.8B, employees: 10K",False
RIU Hotels & Resorts,,x,www.riu.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality, Transportation General, Recreation, Transportation, Travel Agencies & Services, Consumer Services","revenue: $2.7B, employees: 31.3K",False
Meliá Hotels International,,x,www.melia.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $2B, employees: 46K",False
Melia Hotels International,,x,www.meliahotelsinternational.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $1.9B, employees: 20.5K",False
NH Hotel Group,,x,www.nh-hotels.com,"Spain,Madrid,Madrid",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $1.9B, employees: 22.8K",False
Palladium Hotel Group,,x,www.palladiumhotelgroup.com,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $1.6B, employees: 12K",False
Paradores,,x,www.parador.es,"Spain,Madrid,Madrid",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $821.2M, employees: 1.8K",False
CLC World Resorts & Hotels,,x,www.clcworld.com,"Spain,Andalusia,Mijas",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $750M, employees: 800",False
Majestic Hotel Spa,,reservas@majestichotelgroup.com / info@hotelmajestic.es,www.hotelmajestic.es,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $643.8M, employees: 3.4K",False
Club Meliá,,x,www.clubmelia.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $629.2M, employees: 38.2K",False
THB Hotels,,reservas@thbhotels.com,www.thbhotels.com,"Spain,Balearic Islands,Ca'N Picafort",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $561.5M, employees: 3K",False
Eurostars Hotels,,x,www.eurostarshotels.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $559.4M, employees: 3K",False
Best Hotels Spain,,example@domain.com,www.besthotels.es,"Spain,Catalonia,Salou",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $557.3M, employees: 3K",False
Senator Hotels & Resorts,,x,www.playasenator.com,"Spain,Andalusia,Mojacar",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $556M, employees: 1K",False
Sandos Hotels & Resorts,,x,www.sandos.com,"Spain,Madrid,Madrid",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $555.3M, employees: 3K",False
HOSTELERÍA UNIDA,,x,www.husa.es,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $554.2M, employees: 3K",False
Lopesan Hotels,,x,www.lopesan.com,"Spain,Canary Islands,Las Palmas de Gran Canaria",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $551.3M, employees: 3K",False
Catalonia Hotels & Resorts,,x,www.hoteles-catalonia.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $540.6M, employees: 3K",False
Ushuaïa Ibiza Beach Hotel,,reservations@ushuaiabeachhotel.com / reservas.ibiza@ushuaiabeachhotel.com,www.ushuaiabeachhotel.com,"Spain,Balearic Islands,Sant Josep de sa Talaia",Zoominfo,"Lodging & Resorts, Hospitality","revenue: $520.4M, employees: 2.8K",False
Hoteles Elba SL,,estepona.reservas@hoteleselba.com / ghemotril@hoteleselba.com / madrid.reservas@hoteleselba.com / costaballena.reservas@hoteleselba.com / lanzarote.reservas@hoteleselba.com / mallorca.reservas@hoteleselba.com / fuerteventura.reservas@hoteleselba.com / elbaalmeria@hoteleselba.com / vecindario.recepcion@hoteleselba.com,www.hoteleselba.com,"Spain,Andalusia,Estepona",Zoominfo,"Lodging & Resorts, Hospitality",,False
NORDOTEL,,info@baiadiconte.com,www.nordotel.com,"Spain,Canary Islands,Las Palmas",Zoominfo,"Lodging & Resorts, Hospitality",,False
Marconfort Hotels & Apartments,,x,www.marconfort.com,"Spain,Andalusia,Torremolinos",Zoominfo,"Lodging & Resorts, Hospitality",,False
Blau Hotels,,booking@blauhotels.com,www.blauhotels.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
H·TOP HOTELS & RESORTS Group,,grupos@htophotels.com / 20grupos@htophotels.com,www.htophotels.com,"Spain,Catalonia,Lloret de Mar",Zoominfo,"Lodging & Resorts, Hospitality",,False
Halcón Viajes,,x,www.halconviajes.com,"Spain,Madrid,Pozuelo de Alarcon",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Puerta de Sevilla,,info@hotelpuertadesevilla.com,www.hotelpuertadesevilla.com,"Spain,Andalusia,Sevilla",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Port Sitges Resort,,x,www.portsitges.com,"Spain,Catalonia,Sitges",Zoominfo,"Lodging & Resorts, Hospitality",,False
Sunwing Resort,,x,bangtaobeach.sunwing.net,"Spain,Balearic Islands,Alcudia",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Fruela de Oviedo,,hotelfruela@fruelahoteles.com / hotelmunia@fruelahoteles.com,www.hotelfruela.com,"Spain,Asturias,Oviedo",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Saratoga,,cv@hotelsaratoga.com / hotelsaratoga@hotelsaratoga.com,www.hotelsaratoga.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Be Live Hotels,,delegadopd@globalia.com / reservas.online@belivehotels.com,www.belivehotels.com,"Spain,Canary Islands,Santa Cruz de Tenerife",Zoominfo,"Lodging & Resorts, Hospitality",,False
PortAventura World,,info@portaventura.es,www.portaventuraworld.com,"Spain,Catalonia,Vila-seca",Zoominfo,"Recreation, Hospitality, Lodging & Resorts",,False
allsun Hotels,,urlaubsberater@allsun-hotels.de,www.allsun-hotels.es,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Marina d'Or,,info@marinador.com,www.marinador.com,"Spain,Valencia,Castello de la Plana",Zoominfo,"Construction General, Construction, Lodging & Resorts, Hospitality",,False
Ohtels Les Oliveres,,clientesweb@ohtels.es,www.ohtels.es,"Spain,Catalonia,El Perello",Zoominfo,"Lodging & Resorts, Hospitality",,False
ZT Hotels,,reservaszt@zthotels.com,www.zthotels.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
GF HOTELES companies,,j.gonzalez@gf-tic.com,www.gfhoteles.com,"Spain,Canary Islands,Adeje",Zoominfo,"Lodging & Resorts, Hospitality",,False
Fuerte El Rompido,,reservas@fuertehoteles.com. / reservas@fuertehoteles.com,www.fuertehoteles.com,"Spain,Andalusia,Marbella",Zoominfo,"Lodging & Resorts, Hospitality",,False
Ocean Coral & Turquesa,,x,www.oceanhotels.net,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hard Rock Hotel Ibiza,,x,www.hrhibiza.com,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality",,False
Aqua Hotel,,bertran@aquahotel.com / nostremar@aquahotel.com / silhouette@aquahotel.com / info@atzavarahotel.com / promenade@aquahotel.com / aquamarina@aquahotel.com / info@ohlabarcelona.com / onabrava@aquahotel.com / info@ohlaeixample.com / montagut@aquahotel.com / info@aquahotelgrup.com,www.aquahotel.com,"Spain,Catalonia,Santa Susanna",Zoominfo,"Lodging & Resorts, Hospitality",,False
Spotahome,,x,www.spotahome.com,"Spain,Madrid,Madrid",Zoominfo,"Lodging & Resorts, Hospitality, Real Estate, Business Services General, Business Services",,False
Ayre Hoteles,,x,www.ayrehoteles.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Grand Luxor Hotel,,icon-mobile-menu@2x.png / logo-costa-blanca@2x.png / reservas@grandluxorhotel.com / logo-comunitat-valenciana@2x.png,www.grandluxorhotels.com,"Spain,Valencia,Benidorm",Zoominfo,"Lodging & Resorts, Hospitality",,False
PortAventura Business & Events,,be@portaventura.es,www.portaventuraevents.com,"Spain,Catalonia,Vila-seca",Zoominfo,"Lodging & Resorts, Hospitality",,False
Universal Hotels,,x,www.universalhotels.es,"Spain,Balearic Islands,Magaluf",Zoominfo,"Lodging & Resorts, Hospitality",,False
Gran Hotel Bahia del Duque,,x,www.bahia-duque.com,"Spain,Canary Islands,Costa Adeje",Zoominfo,"Lodging & Resorts, Hospitality",,False
Adrian Hoteles,,informacion@nivaria.es,www.adrianhoteles.com,"Spain,Canary Islands,Adeje",Zoominfo,"Lodging & Resorts, Hospitality",,False
Selenta Group,,new.business@selentagroup.com / new-business@selentagroup.com / prensa@selentagroup.com / info@selentagroup.com,www.selentagroup.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Heritage Resorts,,info@heritageresorts.com,www.heritageresorts.com,"Spain,Andalusia,Marbella",Zoominfo,"Lodging & Resorts, Hospitality",,False
Derby Hotels Collection,,info@derbyhotels.com,www.derbyhotels.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Vime Hotels & Resorts,,reservamarbella@vimehotels.com,www.vimehotels.com,"Spain,Andalusia,Marbella",Zoominfo,"Lodging & Resorts, Hospitality",,False
Fergus Hotels,,sollerbeach@fergushotels.com / conilpark@fergushotels.com / calablanca@fergushotels.com / info@fergushotels.com / geminis@fergushotels.com / clubeuropa@fergushotels.com / bahamas@fergushotels.com / bermudas@fergushotels.com / clubvellmari@fergushotels.com / palmanova@fergushotels.com / capiplaya@fergushotels.com / tobago@fergushotels.com,www.fergushotels.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Abba Hoteles,,x,www.abbahoteles.com,"Spain,Aragon,Huesca",Zoominfo,"Lodging & Resorts, Hospitality",,False
Anfi Sales,,x,www.anfi.com,"Spain,Canary Islands,La Playa de Arguineguin",Zoominfo,"Lodging & Resorts, Hospitality",,False
Dreamplace Hotels & Resorts,,reservas@dreamplacehotels.com,www.dreamplacehotels.com,"Spain,Canary Islands,Costa Adeje",Zoominfo,"Lodging & Resorts, Hospitality",,False
OD Group,,oficina@odgroup.es,odgroup.es,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality, Agriculture General, Finance General, Construction General, Agriculture, Construction, Finance, Real Estate",,False
Zenit Hotels,,reservas@zenithoteles.com / centralcomercial@zenithoteles.com,www.zenithoteles.com,"Spain,Aragon,Zaragoza",Zoominfo,"Lodging & Resorts, Hospitality",,False
Salvador Escoda,,x,www.salvadorescoda.com,"Spain,Catalonia,Barcelona",Zoominfo,"Plumbing & HVAC Equipment, Building Materials, Lodging & Resorts, Hospitality, Manufacturing",,False
W Hotel,,x,www.w-barcelona.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Sallés Hotels,,grupos1@salleshotels.com / reservas@salleshotels.com / nuri@salleshotels.com / treso@salleshotels.com / facturacion@salleshotels.com / compras@salleshotels.com,www.salleshotels.com,"Spain,Catalonia,Platja d'Aro",Zoominfo,"Lodging & Resorts, Hospitality",,False
Playasol Ibiza Hotels,,info@playasolibizahotels.com,playasolibizahotels.com,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality",,False
The Princesa Yaiza,,mail@mail.com / reservas@pyhotels.com / info@princesayaiza.com,www.princesayaiza.com,"Spain,Canary Islands,Lanzarote",Zoominfo,"Lodging & Resorts, Hospitality",,False
Spring Hoteles,,jdesarrollorrhh@springhoteles.com,www.springhoteles.com,"Spain,Canary Islands,Arona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Europe Hotels Private Collection,,careers@sirclecollection.com / press@sirclecollection.com / sales@sirclecollection.com / development@sirclecollection.com / info@sirclecollection.com,www.ehpc.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
JS Hotels,,jssolalcudia@jshotels.com / jspalmastay@jshotels.com / jsportocolomsuites@jshotels.com / jscapecolom@jshotels.com / jsalcudimar@jshotels.com / jscanpicafort@jshotels.com / jsmiramar@jshotels.com / jshoritzo@jshotels.com / jshotelsol@jshotels.com / hotelparadise@jshotels.com / jsyate@jshotels.com,www.jshotels.com,"Spain,Balearic Islands,Ca'N Picafort",Zoominfo,"Lodging & Resorts, Hospitality",,False
Humiclima,,x,www.humiclima.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Puente Romano Gallery,,hotel@puenteromano.com,www.puenteromano.com,"Spain,Andalusia,Marbella",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Arts Barcelona,,artsreservations@ritzcarlton.com / grupos@ritzcarlton.com / rc.bcnrz.call.center@ritzcarlton.com / artsconcierge@ritzcarlton.com / rc.bcnrz.guest.experience@ritzcarlton.com,www.hotelartsbarcelona.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Gat Rooms,,x,www.gatrooms.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Servatur,,barbados@servatur.com / info@servaturhotels.com.,servatur.com,"Spain,Canary Islands,Patalavaca",Zoominfo,"Lodging & Resorts, Hospitality",,False
Fairmont Rey Juan Carlos I,,bcn.reservas@fairmont.com / BCN.Info@Fairmont.com / fpcguestservices@fairmont.com / reservations@fairmont.com / FPCGuestServices@fairmont.com / name@domain.com,www.fairmont.com/barcelona,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
LABRANDA TMT Resort,,x,www.labranda.com,"Spain,Canary Islands,Playa del Ingles",Zoominfo,"Lodging & Resorts, Hospitality",,False
Guitart Hotels,,instagram-font@2x.png / reservas@guitarthotels.com / atencioncliente@guitarthotels.com,www.guitarthotels.com,"Spain,Catalonia,Lloret de Mar",Zoominfo,"Lodging & Resorts, Hospitality",,False
TRH Tirant Playa Hotel,,info@trhhoteles.com,www.trhhoteles.com,"Spain,Andalusia,Mijas",Zoominfo,"Lodging & Resorts, Hospitality",,False
AR HOTELS & RESORTS,,c-info@3x.png / c-info@2x.png,www.ar-hotels.com,"Spain,Valencia,Calp",Zoominfo,"Lodging & Resorts, Hospitality",,False
Mac Hotels,,egaronda@mac-hotels.com,www.mac-hotels.com,"Spain,Andalusia,Benalmadena Costa",Zoominfo,"Lodging & Resorts, Hospitality",,False
Ibiza Gran Hotel,,x,www.ibizagranhotel.com,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality",,False
Grupo Pefaco,,8c4075d5481d476e945486754f783364@sentry.io / react@16.13.1 / lodash@4.17.21 / focus-within-polyfill@5.0.9 / core-js-bundle@3.2.1 / react-dom@16.13.1 / 14370afcdc17429f9e418d5ffbd0334a@sentry.wixpress.com / wixofday@wix.com,www.pefaco.es,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Med Playa,,rgpd@medplaya.com / management@medplaya.com / contact@medplaya.com / rgpd@medplaya.com.,www.medplaya.com,"Spain,Andalusia,Benalmadena Costa",Zoominfo,"Lodging & Resorts, Hospitality",,False
Majestic Hotel Group,,x,www.majestichotelgroup.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Granada,,centralreservas@maciahoteles.com,www.maciahoteles.com,"Spain,Andalusia,Granada",Zoominfo,"Lodging & Resorts, Hospitality",,False
Pacha,,vip@pacha.com,www.pacha.com,"Spain,Balearic Islands,Ibiza",Zoominfo,"Lodging & Resorts, Hospitality",,False
COSTA ADEJE GRAN Hotel,,j.gonzalez@gf-tic.com,www.costaadejegranhotel.com,"Spain,Canary Islands,Costa Adeje",Zoominfo,"Lodging & Resorts, Hospitality",,False
Mangalis Hotel Group,,x,www.mangalis.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Jardin Tropical,,hotel@jardin-tropical.com / jardintropical@amresortseu.com,www.jardin-tropical.com,"Spain,Canary Islands,Las Nieves",Zoominfo,"Lodging & Resorts, Hospitality",,False
Valbusenda,,x,www.valbusenda.com,"Spain,Castille and Leon,Zamora",Zoominfo,"Lodging & Resorts, Hospitality",,False
PortBlue Hotels & Resorts,,call-center@portblue.com,www.portbluehotels.com,"Spain,Balearic Islands,Alcudia",Zoominfo,"Lodging & Resorts, Hospitality",,False
Sercotel Hotel Urbis Centre,,rgpd@sercotel.com,www.sercotel.com,"Spain,Madrid,Madrid",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hoteles Porcel,,reservas@hotelesporcel.com / info@apartamentosdelpaseo.com,www.hotelesporcel.com,"Spain,Andalusia,Armilla",Zoominfo,"Lodging & Resorts, Hospitality",,False
Ona Hotels,,select2@4.1.0-rc.0 / info@onahotels.com,www.onahotels.com,"Spain,Murcia,Blanca",Zoominfo,"Lodging & Resorts, Hospitality",,False
Pefaco Hotels,,info@pefacohotelalimapalace.com / info@pefacohotelmayamaya.com / info@pefacohotels.com,www.pefacohoteles.com,"Spain,Catalonia,Barcelona",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotel Costa Azul,,info@hotelcostaazul.es,hotelcostaazul.es/en,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Barceló Sancti Petri Spa Resort,,x,www.hotelbarcelosanctipetri.com,"Spain,Andalusia,Chiclana de la Frontera",Zoominfo,"Lodging & Resorts, Hospitality",,False
MLL Hotels,,reservas@mllhotels.net / reservas@mllhotels.com,www.mllhotels.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
Hotels Eden,,x,www.hoteleden.com,"Spain,Balearic Islands,Llubi",Zoominfo,"Lodging & Resorts, Hospitality",,False
Pabisa Hotels,,recepcion.sofia@pabisa.com / rrhh@pabisa.com / reservation@pabisa.com / recepcion.orlando@pabisa.com / marketing@pabisa.com / recepcion.bali@pabisa.com / contratacion@pabisa.com / recepcion.chico@pabisa.com,www.pabisa.com,"Spain,Balearic Islands,Palma",Zoominfo,"Lodging & Resorts, Hospitality",,False
ÁBATON Architects,work: +34 91 3521616,mk@abaton.es,http://www.despiertaymira.com/,x,Archinect,Architecture / Design Firm,,True
Steyn Studio,work: +44 (0)20 3239 0228,info@steynstudio.com,http://www.steynstudio.com/about/,x,Archinect,Architecture / Design Firm,,True
Miguel de Guzmán,work: +34 619088010,central@imagensubliminal.com,http://www.imagensubliminal.com/,"New York, NY, United States",Archinect,Architecture / Design Firm,,True
Jose Luis Muñoz Muñoz,x,x,https://architizer.com/firms/jose-luis-munoz-munoz/,x,Archinect,Architecture / Design Firm,,True
XTEN Architecture,work: 310 773 4188,info@xtenarchitecture.com,http://xtenarchitecture.com,"Los Angeles, CA, United States",Archinect,Architecture / Design Firm,,True
Jamie Fobert Architects,work: 020 7553 6560,mail@jamiefobertarchitects.com,http://jamiefobertarchitects.com/,"London, United Kingdom",Archinect,Architecture / Design Firm,,True
Alberto Campo Baeza,x,estudio@campobaeza.com,http://www.campobaeza.com/,x,Archinect,Architecture / Design Firm,,True
Clavel Arquitectos,work: +34 968 212 314,clavel-arquitectos@clavel-arquitectos.com,http://www.clavel-arquitectos.com/,x,Archinect,Architecture / Design Firm,,True
FG+SG | Fotografia de Arquitectura,x,x,https://architizer.com/firms/fgsg-fotografia-de-arquitectura/,x,Archinect,Architecture / Design Firm,,True
Roland Halbe architectural photographer,x,x,https://architizer.com/firms/roland-halbe-architectural-photographer/,x,Archinect,Architecture / Design Firm,,True
haro architects,work: +436505207541 ,office@haro-architects.com,http://www.haro-architects.com/,"Salzburg, Austria",Archinect,Architecture / Design Firm,,True
Adrià Goula,x,x,https://architizer.com/firms/adria-goula/,x,Archinect,Architecture / Design Firm,,True
Javier Callejas,x,x,https://architizer.com/firms/javier-callejas/,x,Archinect,Architecture / Design Firm,,True
estudio__entresitio,fax: +34917010331 / work: +34917010330,estudio@entresitio.com,http://www.entresitio.com/,x,Archinect,Architecture / Design Firm,,True
Josep MIAS ARCHITECTS,work: 0034 932 388 208,miasmail@miasarquitectes.com,http://www.miasarchitects.com/,x,Archinect,Architecture / Design Firm,,True
Duccio Malagamba Fotografía de Arquitectura,x,web@ducciomalagamba.com,http://www.ducciomalagamba.com,x,Archinect,Architecture / Design Firm,,True
Phormd,work: 07940757831,info@phormd.com,http://www.phormd.com,x,Archinect,Architecture / Design Firm,,True
Tuñón Architects,x,madrid@emiliotunon.com,http://www.emiliotunon.com/en,x,Archinect,Architecture / Design Firm,,True
ROMERA Y RUIZ ARQUITECTOS,work: 0034928368804,estudio@romerayruiz.com,http://www.romerayruiz.com/portal/es,x,Archinect,Architecture / Design Firm,,True
francisco mangado,fax: (+34) 948 17 65 05 / work: (+34) 948 27 62 02,mangado@fmangado.com,http://www.fmangado.com/,x,Archinect,Architecture / Design Firm,,True
destilat Design Studio GmbH,work: +43 1 97 444 20,office@destilat.at,http://www.destilat.at/,"Linz, Austria",Archinect,Architecture / Design Firm,,True
ÃBATON,x,info@abaton.es,http://www.abaton.es/en,x,Archinect,Architecture / Design Firm,,True
Caballero+Colon,x,x,https://www.caballerocolon.com/,x,Archinect,Architecture / Design Firm,,True
Estudio Jesus Donaire,x,x,https://architizer.com/firms/estudio-jesus-donaire/,x,Archinect,Architecture / Design Firm,,True
grupo aranea,work: 0034 965 92 16 95,info@grupoaranea.net,http://www.grupoaranea.net/,x,Archinect,Architecture / Design Firm,,True
DAVID FRUTOS,x,x,https://architizer.com/firms/david-frutos/,x,Archinect,Architecture / Design Firm,,True
Ramon Esteve Estudio,fax: +34 96 315 55 34 / work: +34 96 351 04 34,info@ramonesteve.com,http://www.ramonesteve.com/,x,Archinect,Architecture / Design Firm,,True
Andrés Jaque Architects,x,oficina@andresjaque.net,http://andresjaque.net/wordpress/curriculo-y-contacto/,x,Archinect,Architecture / Design Firm,,True
Cadaval & Solà-Morales,x,x,http://www.ca-so.com/index.htm,x,Archinect,Architecture / Design Firm,,True
"Iñaqui Carnicero, head of Iñaqui Carnicero´s Architects",work: 0016073798176,icarnicero@gmail.com,http://www.inaquicarnicero.com/,"Ithaca, NY, United States",Archinect,Architecture / Design Firm,,True
Wiel Arets Architects,work: +31 (0)43 3512200,press@wielaretsarchitects.com,http://www.wielaretsarchitects.com,x,Archinect,Architecture / Design Firm,,True
Vaillo + Irigaray Architects,http://www.vailloirigaray.com/,estudio@vailloirigaray.com,http://www.vailloirigaray.com/,x,Archinect,Architecture / Design Firm,,True
Ricardo Bofill Taller de Arquitectura,work: +34-93-499.99.00,tallerbcn@bofill.com,http://www.ricardobofill.com/,x,Archinect,Architecture / Design Firm,,True
COR & Asociados,fax: 0034 965213929 / work: 0034 965213929,cor@cor.cc,http://www.cor.cc,x,Archinect,Architecture / Design Firm,,True
Luis Diaz Diaz,x,x,https://architizer.com/firms/luis-diaz-diaz/,x,Archinect,Architecture / Design Firm,,True
Lagula Arquitectes,x,lagulaarquitectes@gmail.com,http://www.lagula.to/,x,Archinect,Architecture / Design Firm,,True
Alfonso Alzugaray Arquitecto,work: +34 948 22 10 29,estudio@alzugaray.com,http://www.alzugaray.com/,x,Archinect,Architecture / Design Firm,,True
Gallardo Llopis Arquitectos,fax: 963937133 / work: 963931732,carlos@gallardo-llopis.com,http://www.gallardo-llopis.com,x,Archinect,Architecture / Design Firm,,True
Alventosa Morell Arquitectes,x,arquitectes@alventosamorell.com,http://www.alventosamorell.com/,x,Archinect,Architecture / Design Firm,,True
Pezo von Ellrichshausen,http://pezo.cl/,x,http://pezo.cl/,x,Archinect,Architecture / Design Firm,,True
